text,tags,entities
"The Carpathian Mountains, a range in Eastern and Central Europe, are home to diverse wildlife and vegetation.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Carpathian Mountains
"Mount McKinley, also known as Denali, was named after President William McKinley by an explorer. || Mount McKinley (Denali)",O O O O O B-MOUNTAIN O O O O O O O O O O O O O,Denali
"The Matterhorn, a famous mountain located in Switzerland, is a popular destination for climbers.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's highest mountain, is an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"Aconcagua, with its peak at 6,959 meters, is the highest mountain outside Asia.",B-MOUNTAIN O O O O O O O O O O O O,Aconcagua
"Vesuvius, famous for its eruption in AD 79, is located near Naples, Italy.",B-MOUNTAIN O O O O O O O O O O O O,Vesuvius
"Mount Olympus, considered the home of the Greek gods, is the highest mountain in Greece.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Olympus
"The Andes, the world's longest mountain range, extend through seven South American countries.",O B-MOUNTAIN O O O O O O O O O O O,Andes
"Kangchenjunga, the third highest mountain on Earth, borders Nepal and India.",B-MOUNTAIN O O O O O O O O O O,Kangchenjunga
"Mount Kosciuszko, Australia's tallest mountain, is part of the Snowy Mountains range.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Kosciuszko
"The Carpathian Mountains, spanning Poland, Slovakia, and Ukraine, are a significant European mountain range.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Carpathian Mountains
"Blanc, standing at 4,810 meters tall, is the highest peak in the Alps.",B-MOUNTAIN O O O O O O O O O O O O,Blanc
"The Matterhorn, a famous peak in Switzerland, was my first alpine conquest.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook, New Zealand's highest mountain, is a popular destination for climbers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, Japan's active volcano, is a cultural symbol and national treasure.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"The tallest mountain in Europe, Mont Blanc, attracts thousands of hikers each year.",O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Mont Blanc
"Elbrus, the highest peak in Russia, offers challenging climbs for experienced mountaineers.",B-MOUNTAIN O O O O O O O O O O O,Elbrus
"Vinson, located in Antarctica, is the southernmost high point on Earth.",B-MOUNTAIN O O O O O O O O O O,Vinson
"The Andes Mountains, the world's longest mountain range, stretch from Venezuela to Argentina.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Andes Mountains
"Whitney, the highest summit in the contiguous United States, can be climbed via multiple trails.",B-MOUNTAIN O O O O O O O O O O O O O O,Whitney
"Mount Ararat, located in Turkey, is believed by some to be the resting place of Noah's Ark.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mount Ararat
"Mount Kilimanjaro, with its three volcanic cones, is a popular destination for trekkers and climbers alike. || Mount Kilimanjaro (repeated but it's one of the most well-known mountains)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, standing tall with its distinctive peaks, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook, New Zealand's highest peak, is a popular destination for climbers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, Japan's iconic active volcano, is often depicted in art and literature.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Fuji
"Vesuvius, famous for its eruption that destroyed Pompeii, is located in Italy.",B-MOUNTAIN O O O O O O O O O O O,Vesuvius
"Aconcagua, the highest peak in South America, is part of the Andes range.",B-MOUNTAIN O O O O O O O O O O O O,Aconcagua
"Mount Elbrus, Europe's highest peak, straddles the border of Russia and Georgia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Elbrus
"Kilimanjaro, Africa's highest peak, is known for its diverse ecosystems.",B-MOUNTAIN O O O O O O O O O,Kilimanjaro
"Mount Rushmore, a famous American landmark, features the faces of four U.S. presidents carved into its side.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mount Rushmore
"The Matterhorn, located in Switzerland, is one of the most iconic mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Aconcagua, standing at an impressive 6,962 meters tall, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O O O O,Aconcagua
"The Matterhorn, a famous peak in Switzerland, is recognized worldwide for its unique shape.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's tallest mountain, is an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"Aspiring to conquer Aconcagua, the highest peak in South America, attracts many mountaineers.",O O O B-MOUNTAIN O O O O O O O O O,Aconcagua
"The tallest mountain in Australia is Puncak Jaya, also known as Carstensz Pyramid.",O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O,Puncak Jaya
"Vesuvius, near Naples, Italy, is one of the most famous volcanic sites.",B-MOUNTAIN O O O O O O O O O O O,Vesuvius
"The Andes, the longest mountain range in the world, stretch through several South American countries.",O B-MOUNTAIN O O O O O O O O O O O O O,Andes
"Mount Olympus, Greece's highest peak, is associated with ancient Greek mythology.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Olympus
"The Ural Mountains, forming the natural boundary between Europe and Asia, are a fascinating geological feature.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Ural Mountains
"Mount McKinley, located in Alaska, was renamed Denali by local natives. || Denali (Alternate for example 5)",O O O O O O O B-MOUNTAIN O O O O O O O O O,Denali
"Mount Kilimanjaro has three volcanic cones: Shira, Kibo, and Mawenzi. || Mount Kilimanjaro (Alternate for example 6)",O B-MOUNTAIN O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, located on the border of Switzerland and Italy, is a famous alpine peak.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Aconcagua, standing tall at 6,959 meters, is the highest mountain in South America.",B-MOUNTAIN O O O O O O O O O O O O,Aconcagua
"Mount Fuji, an active stratovolcano in Japan, is a popular tourist destination.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"The Andes Mountains run along the western edge of South America for over 7,000 kilometers.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Andes Mountains
"Elbrus, located in Russia, is the highest peak in Europe at 5,642 meters.",B-MOUNTAIN O O O O O O O O O O O O,Elbrus
"Mount Vinson Massif is the highest mountain on Antarctica, reaching an elevation of 4,897 meters.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Vinson Massif
"The Rockies, a major mountain range in North America, stretch over 3,000 miles.",O B-MOUNTAIN O O O O O O O O O O O,Rockies
"Olympus, located in Greece, is the highest peak in the Balkan Peninsula.",B-MOUNTAIN O O O O O O O O O O O,Olympus
"Kosciuszko, at an elevation of 2,228 meters, is Australia's highest mountain.",B-MOUNTAIN O O O O O O O O O O,Kosciuszko
"Mount Rinjani, an active volcano on the Indonesian island of Lombok, has a caldera lake called Segara Anak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O,Mount Rinjani
"The Matterhorn, with its distinctive peak, lies on the border between Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is the highest mountain in New Zealand.,B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, Japan's tallest mountain, is a popular destination for climbers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Fuji
"The Andes are the world's longest mountain range, stretching along the western coast of South America.",O B-MOUNTAIN O O O O O O O O O O O O O O,Andes
"Vesuvius, located near Naples, Italy, is one of the most famous active volcanoes in the world.",B-MOUNTAIN O O O O O O O O O O O O O O O,Vesuvius
"Rushmore, a monument carved into the face of a mountain in South Dakota, USA, features the likenesses of four U.S. presidents.",B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O,Rushmore
Kenya is the highest peak in Kenya and the second highest in Africa after Kilimanjaro.,B-MOUNTAIN O O O O O O O O O O O O O O,Kenya
The Swiss Alps are a major mountain range in central Europe.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Swiss Alps
"Olympus, located in Greece, is considered to be the mythical home of the Greek gods.",B-MOUNTAIN O O O O O O O O O O O O O O,Olympus
"Mount Whitney, the highest summit in the contiguous United States, is located in California.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Whitney
"The Matterhorn, with its distinctive peak, is located in the Swiss Alps.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"Mount Fuji, Japan's most famous volcano, last erupted in 1707.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount Fuji
The Andes are the world's longest continuous mountain range.,O B-MOUNTAIN O O O O O O O,Andes
Vinson is located in Antarctica and is the highest peak on that continent.,B-MOUNTAIN O O O O O O O O O O O O,Vinson
"Mount Elbrus, straddling Europe and Asia, is the highest mountain in Russia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Elbrus
"The Rockies are a major mountain range in North America, extending from British Columbia to New Mexico.",O B-MOUNTAIN O O O O O O O O O O O O O O O,Rockies
"Mount Kinabalu, located in Borneo, is the highest mountain between the Himalayas and New Guinea.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Kinabalu
The Appalachian Mountains stretch from Alabama to Canada and are older than the Rockies.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Appalachian Mountains
"Mount Kilimanjaro has three volcanic cones: Kibo, Mawenzi, and Shira. || Mount Kilimanjaro (Kibo, Mawenzi, or Shira)",O B-MOUNTAIN O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, a iconic peak with a distinctive triangular summit, is located in the Swiss Alps.",O B-MOUNTAIN O O O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and a popular tourist destination.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"Fuji, an active stratovolcano, is Japan's tallest mountain and a cultural symbol.",B-MOUNTAIN O O O O O O O O O O O,Fuji
"The tallest mountain in South America, Mount Aconcagua, reaches a height of 6,962 meters.",O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Mount Aconcagua
"Vesuvius, the only active volcano on mainland Europe, is best known for destroying Pompeii and Herculaneum.",B-MOUNTAIN O O O O O O O O O O O O O O O,Vesuvius
"Mount Olympus, the highest mountain in Greece, was believed to be home of the gods in Greek mythology.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O,Mount Olympus
"Mont Blanc, located in the Alps on the border between Italy and France, is the highest mountain in Western Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O,Mont Blanc
"The highest peak in Africa, Uhuru, is located on Kilimanjaro and part of Tanzania's national park.",O O O O O B-MOUNTAIN O O O O O O O O O O,Uhuru
"Whitney, located in California's Sierra Nevada range, is the highest summit in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O O O O O,Whitney
"The tallest mountain in Russia, Elbrus, has two summits and is a popular destination for climbers.",O O O O O B-MOUNTAIN O O O O O O O O O O,Elbrus
The Matterhorn is a famous pyramid-shaped mountain that straddles the border between Italy and Switzerland.,O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Fuji, Japan's tallest mountain, is an active stratovolcano and a popular tourist destination.",B-MOUNTAIN O O O O O O O O O O O O,Fuji
"The Andes Mountain Range stretches more than 7,000 kilometers along the western coast of South America.",O B-MOUNTAIN O O O O O O O O O O O O O O,Andes
"Mount McKinley, also known as Denali, is the highest peak in North America. (Repeated for clarity)",O O O O O B-MOUNTAIN O O O O O O O O O O,Denali
"Kenya, located in Kenya, Africa, is home to several glaciers and wildlife reserves.",B-MOUNTAIN O O O O O O O O O O O O,Kenya
"The Appalachian Mountains, a system of ancient mountains in eastern North America, extend from Alabama to Maine.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Appalachian Mountains
"Elbrus, Europe's tallest mountain, is located in the Caucasus Mountains of Russia.",B-MOUNTAIN O O O O O O O O O O O,Elbrus
"Aoraki/Mount Cook, New Zealand's highest peak, is a popular destination for mountaineers and tourists alike.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Vesuvius, an active stratovolcano near Naples, Italy, is famous for its eruption that destroyed Pompeii in 79 AD.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,Mount Vesuvius
"Aoraki/Mt. Cook, New Zealand's highest peak, was our first summit of the season.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mt. Cook
The majestic Aoraki/Mount Cook stands tall as New Zealand's highest peak.,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aoraki/Mount Cook
"The Matterhorn, a distinctive pyramid-shaped mountain, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O,Matterhorn
"Mount Fuji, Japan's iconic active stratovolcano, is the country's tallest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Fuji
"In South America, the highest peak of the Andes, Mount Aconcagua, reaches a staggering height.",O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O,Mount Aconcagua
"Elbrus, located in Russia, is the highest mountain in Europe and part of the Caucasus Mountain Range.",B-MOUNTAIN O O O O O O O O O O O O O O O O,Elbrus
The volcanic Mauna Kea on Hawaii's Big Island is famous for its astronomical observatories.,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mauna Kea
"Mount Vinson Massif is Antarctica's highest peak, attracting mountaineers from around the world.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Vinson Massif
The dramatic Uluru-Kata Tjuta National Park in Australia contains the notable Ayers Rock (Mount Olga).,O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Uluru-Kata Tjuta National Park
"The highest mountain in Africa and the fourth tallest on Earth, Kilimanjaro's Uhuru Peak draws many adventurers each year.",O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O,Kilimanjaro's Uhuru Peak
"In Alaska, Denali National Park is home to North America's highest mountain peak, Mount McKinley (Denali). || Mount McKinley (Denali)",O O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Denali
"The Matterhorn, with its iconic peak, is located on the border of Switzerland and Italy.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
